,pm,stator_tooth,stator_yoke,stator_winding
37085,-1.4843094,-0.5476903,-0.45317197,-0.5331309
37086,-1.4754956,-0.54797155,-0.4530806,-0.5338071
37087,-1.4773197,-0.5498511,-0.45420468,-0.5359661
37088,-1.4862015,-0.5542546,-0.45751685,-0.5404065
37089,-1.5114818,-0.56050795,-0.46201494,-0.54697627
37090,-1.5308286,-0.568632,-0.46813703,-0.5551219
37091,-1.5344913,-0.5657702,-0.46576253,-0.5521413
37092,-1.54405,-0.57006365,-0.4689343,-0.5563344
37093,-1.5494041,-0.5708381,-0.4702083,-0.55632246
37094,-1.558404,-0.5733615,-0.4724022,-0.5582636
37095,-1.5627928,-0.5732291,-0.47241488,-0.55767435
37096,-1.5665619,-0.5745756,-0.4734897,-0.5588272
37097,-1.5560284,-0.56597334,-0.4671087,-0.549935
37098,-1.5556235,-0.5645559,-0.46614423,-0.54828507
37099,-1.5550284,-0.5643205,-0.46597815,-0.5480587
37100,-1.5570431,-0.56625533,-0.46743286,-0.55007684
37101,-1.5507097,-0.56350654,-0.465625,-0.5473113
37102,-1.5525016,-0.56383294,-0.46563816,-0.5477041
37103,-1.5601063,-0.5692925,-0.4696741,-0.5532882
37104,-1.5551338,-0.5644964,-0.46595028,-0.54837525
37105,-1.5588111,-0.56701136,-0.46756327,-0.5511261
37106,-1.5569491,-0.56699765,-0.4671417,-0.5515915
37107,-1.550107,-0.5681647,-0.46760082,-0.5537895
37108,-1.5307088,-0.564097,-0.46498328,-0.55007637
37109,-1.5436215,-0.5707037,-0.46953055,-0.5569626
37110,-1.5423149,-0.56657094,-0.465968,-0.5529063
37111,-1.5393748,-0.5669609,-0.46593353,-0.5537594
37112,-1.5351067,-0.56565315,-0.46465778,-0.55280536
37113,-1.51972,-0.55912566,-0.46093124,-0.5453574
37114,-1.5197995,-0.5563145,-0.45936757,-0.54194975
37115,-1.5137614,-0.5511542,-0.45585862,-0.536281
37116,-1.5067301,-0.54691434,-0.45305958,-0.5315295
37117,-1.4905193,-0.5358227,-0.44506893,-0.51978976
37118,-1.489846,-0.53760207,-0.44647872,-0.52155244
37119,-1.4842165,-0.53639895,-0.44582322,-0.52017033
37120,-1.4787734,-0.53439295,-0.44449136,-0.5180304
37121,-1.4718664,-0.5306418,-0.44170862,-0.51420844
37122,-1.4640914,-0.53012985,-0.44129118,-0.5139106
37123,-1.4492279,-0.5248822,-0.43701798,-0.50899667
37124,-1.421043,-0.52125823,-0.4344858,-0.5061376
37125,-1.4316254,-0.5270423,-0.4383156,-0.51227766
37126,-1.4352719,-0.5299709,-0.4400155,-0.5156332
37127,-1.4366559,-0.5308812,-0.44036996,-0.51678157
37128,-1.4437419,-0.53212523,-0.44087207,-0.5181053
37129,-1.4617183,-0.5360189,-0.44402793,-0.52158344
37130,-1.4674227,-0.53279763,-0.44178206,-0.51792824
37131,-1.4835528,-0.5376883,-0.4449695,-0.52325106
37132,-1.4948186,-0.5421923,-0.44818616,-0.5279968
37133,-1.4985032,-0.5404255,-0.44757208,-0.52543086
37134,-1.4908634,-0.53628033,-0.44473487,-0.52090704
37135,-1.5007734,-0.5394207,-0.44781,-0.5233791
37136,-1.4988161,-0.53351265,-0.44410318,-0.5164984
37137,-1.5064262,-0.5366456,-0.44655058,-0.5195449
37138,-1.5127575,-0.53773934,-0.4471666,-0.5205925
37139,-1.5183781,-0.5398181,-0.44890383,-0.5223739
37140,-1.5325327,-0.5479789,-0.4543125,-0.53102326
37141,-1.5388461,-0.55072707,-0.4559721,-0.5339098
37142,-1.5323812,-0.5450317,-0.45148584,-0.5281623
37143,-1.5310152,-0.5466734,-0.45164078,-0.5311721
37144,-1.5700985,-0.5879266,-0.46703088,-0.5898529
37145,-1.592556,-0.61804116,-0.48188487,-0.63100684
37146,-1.6244401,-0.6531042,-0.51748025,-0.66211635
37147,-1.7032164,-0.72417,-0.5775029,-0.73124075
37148,-1.7656226,-0.77722114,-0.62203324,-0.7829816
37149,-1.7566923,-0.772802,-0.62010545,-0.7775449
37150,-1.7953717,-0.8094091,-0.64991117,-0.8141258
37151,-1.8210144,-0.8328453,-0.6688069,-0.8377307
37152,-1.8378196,-0.8479581,-0.6820748,-0.8519517
37153,-1.8541296,-0.8613378,-0.69424796,-0.8641387
37154,-1.8624852,-0.868248,-0.7010662,-0.87002295
37155,-1.8235694,-0.83579063,-0.6762902,-0.8372185
37156,-1.842689,-0.8509779,-0.6888481,-0.8517257
37157,-1.8514879,-0.8588222,-0.69571036,-0.85906297
37158,-1.8720715,-0.87210166,-0.70734084,-0.8709913
37159,-1.8819344,-0.8798311,-0.7138518,-0.8783135
37160,-1.88589,-0.8827015,-0.7163947,-0.88091016
37161,-1.8656759,-0.87289846,-0.70720315,-0.87310207
37162,-1.8145335,-0.8354291,-0.6765497,-0.8373222
37163,-1.8167624,-0.840344,-0.68026793,-0.84240675
37164,-1.8258814,-0.8488155,-0.6864438,-0.85127765
37165,-1.8453254,-0.8618122,-0.6964353,-0.86423826
37166,-1.8463748,-0.864418,-0.69804716,-0.8672332
37167,-1.8477718,-0.86729306,-0.69998765,-0.8704602
37168,-1.7956936,-0.82686955,-0.66742826,-0.8311192
37169,-1.8260214,-0.84769595,-0.68348455,-0.8517807
37170,-1.8454522,-0.86140966,-0.69421804,-0.8653732
37171,-1.8723333,-0.87876713,-0.7088772,-0.8814755
37172,-1.8940787,-0.8932005,-0.7212348,-0.8946625
37173,-1.9067296,-0.9004545,-0.7282864,-0.9004737
37174,-1.9022584,-0.8938541,-0.724473,-0.8924253
37175,-1.9001207,-0.8877836,-0.7200936,-0.8855524
37176,-1.9171782,-0.89977854,-0.73014885,-0.8967432
37177,-1.9268231,-0.90823686,-0.7371538,-0.9049578
37178,-1.9409355,-0.9174379,-0.74431616,-0.9139496
37179,-1.9308255,-0.9131317,-0.74074256,-0.91022897
37180,-1.9225137,-0.91025406,-0.7375726,-0.90850985
37181,-1.8801534,-0.8769406,-0.709952,-0.87662697
37182,-1.8783387,-0.8783109,-0.7107255,-0.8785368
37183,-1.8710566,-0.8752141,-0.7079756,-0.8760058
37184,-1.8594577,-0.8698887,-0.70293826,-0.8719022
37185,-1.8479669,-0.86412656,-0.6977016,-0.8670602
37186,-1.8363103,-0.8576747,-0.6922344,-0.8611104
37187,-1.7862971,-0.8186326,-0.6610881,-0.8229381
37188,-1.789807,-0.8230416,-0.66365707,-0.8281485
37189,-1.7948623,-0.8275227,-0.66697425,-0.83274424
37190,-1.8037108,-0.83428067,-0.67204773,-0.83961594
37191,-1.8039894,-0.83647513,-0.6745692,-0.8413074
37192,-1.8048207,-0.83657235,-0.67527866,-0.84084016
37193,-1.806435,-0.839015,-0.6775898,-0.8430569
37194,-1.7634169,-0.80449474,-0.65096503,-0.8086331
37195,-1.774118,-0.81365776,-0.6581315,-0.8178055
37196,-1.7894514,-0.82602316,-0.6678866,-0.82987934
37197,-1.7957981,-0.83133066,-0.67216957,-0.8350501
37198,-1.7981126,-0.8333005,-0.67382884,-0.8369148
37199,-1.7803993,-0.8275736,-0.66991997,-0.8312908
37200,-1.7231737,-0.7880424,-0.63923824,-0.7922695
37201,-1.7235506,-0.79594755,-0.64500725,-0.80070186
37202,-1.723302,-0.80140793,-0.649418,-0.8062051
37203,-1.715576,-0.8059104,-0.652395,-0.81203246
37204,-1.7314006,-0.81208473,-0.6575252,-0.8172774
37205,-1.7381859,-0.818281,-0.6614872,-0.8242439
37206,-1.6974435,-0.8090299,-0.65188897,-0.8191462
37207,-1.6442804,-0.78832847,-0.6329737,-0.80282104
37208,-1.6281751,-0.7933007,-0.63513327,-0.81103545
37209,-1.6172309,-0.8021623,-0.64043087,-0.8234154
37210,-1.6115267,-0.81020784,-0.64560086,-0.8342205
37211,-1.6020663,-0.81095093,-0.64568746,-0.8367407
37212,-1.5964125,-0.8137989,-0.6481124,-0.84077406
37213,-1.5533553,-0.7769392,-0.6229889,-0.8011986
37214,-1.5473315,-0.7813743,-0.62645674,-0.8074262
37215,-1.5451237,-0.7869587,-0.63082516,-0.8143216
37216,-1.5415611,-0.7902921,-0.6332582,-0.8188551
37217,-1.5363276,-0.79193527,-0.634525,-0.82154566
37218,-1.5335021,-0.7929029,-0.6355225,-0.8229501
37219,-1.5032377,-0.747126,-0.60369885,-0.77100736
37220,-1.5056496,-0.75368357,-0.6079,-0.77912766
37221,-1.5140069,-0.76769394,-0.6174793,-0.79517686
37222,-1.5177937,-0.7789199,-0.6251998,-0.80840826
37223,-1.5298548,-0.77908933,-0.6250527,-0.8071182
37224,-1.539169,-0.7812624,-0.62670565,-0.8084154
37225,-1.5600919,-0.78315926,-0.62787205,-0.8078419
37226,-1.5232008,-0.7497412,-0.60348976,-0.7725829
37227,-1.5472538,-0.7593056,-0.6103983,-0.7806365
37228,-1.5686423,-0.77054775,-0.6180552,-0.7915
37229,-1.5815737,-0.77610505,-0.62185943,-0.7965456
37230,-1.6304879,-0.78455275,-0.62916887,-0.800421
37231,-1.6641517,-0.7923109,-0.63767964,-0.8044858
37232,-1.6500468,-0.76153827,-0.61727095,-0.76888293
37233,-1.6838903,-0.7773374,-0.62981904,-0.78346074
37234,-1.7107735,-0.7909831,-0.64073193,-0.7963565
37235,-1.7292991,-0.80044484,-0.6482794,-0.8053552
37236,-1.7282939,-0.8038967,-0.6514974,-0.808477
37237,-1.7280805,-0.80757856,-0.654513,-0.81226754
37238,-1.6639879,-0.7885045,-0.6373011,-0.7986347
37239,-1.6237249,-0.76988375,-0.6216204,-0.7824584
37240,-1.6543723,-0.7841667,-0.6334173,-0.79510117
37241,-1.6898637,-0.7959315,-0.6438596,-0.80399126
37242,-1.7184107,-0.804733,-0.6517023,-0.81034935
37243,-1.7379946,-0.81190073,-0.6573767,-0.8166764
37244,-1.7414155,-0.81239974,-0.65715855,-0.81760144
37245,-1.6769154,-0.77716255,-0.6293705,-0.78405046
37246,-1.6575783,-0.77846694,-0.6282141,-0.78879374
37247,-1.6320657,-0.77810454,-0.6251751,-0.79253733
37248,-1.6160467,-0.77456963,-0.6215442,-0.7905797
37249,-1.5959893,-0.7719184,-0.6187664,-0.78994954
37250,-1.5829085,-0.7694037,-0.61691904,-0.7884836
37251,-1.5127653,-0.7277013,-0.58732677,-0.7466456
37252,-1.5079303,-0.7414446,-0.5972669,-0.7646518
37253,-1.5023675,-0.7500999,-0.6037235,-0.7759012
37254,-1.5030285,-0.758357,-0.61020344,-0.7855302
37255,-1.5001028,-0.76398146,-0.6144173,-0.79262686
37256,-1.5021015,-0.77139425,-0.61970747,-0.8012886
37257,-1.5022036,-0.77543676,-0.6226991,-0.80603707
37258,-1.4612029,-0.7380245,-0.59628975,-0.7654413
37259,-1.4766829,-0.75106376,-0.60588694,-0.77939653
37260,-1.486054,-0.7592532,-0.6118737,-0.7881566
37261,-1.4992582,-0.765774,-0.6166086,-0.7944167
37262,-1.5413189,-0.76658136,-0.61736286,-0.78967965
37263,-1.5848389,-0.76832414,-0.6187057,-0.7856305
37264,-1.5763223,-0.74095714,-0.5997473,-0.7541119
37265,-1.6230752,-0.7606868,-0.6152215,-0.77176744
37266,-1.6785209,-0.7799326,-0.6314891,-0.7870136
37267,-1.7137154,-0.7918561,-0.64071697,-0.7976825
37268,-1.7430125,-0.80633885,-0.65163463,-0.81194913
37269,-1.7667984,-0.81888485,-0.6604657,-0.82469296
37270,-1.7456348,-0.80019504,-0.64597344,-0.80618286
37271,-1.7504548,-0.80015874,-0.6457052,-0.80627006
37272,-1.7654284,-0.8101891,-0.654034,-0.8157237
37273,-1.7780327,-0.8189144,-0.6612536,-0.8238954
37274,-1.7677397,-0.8163387,-0.66005075,-0.82099515
37275,-1.7570026,-0.81195056,-0.6572613,-0.8163451
37276,-1.7436235,-0.80426085,-0.65168846,-0.8085779
37277,-1.6990281,-0.7652279,-0.622019,-0.7690415
37278,-1.7069347,-0.7725836,-0.62760097,-0.77657765
37279,-1.6844635,-0.7677333,-0.62431467,-0.77195483
37280,-1.6764433,-0.76706547,-0.62368333,-0.7717482
37281,-1.6702105,-0.7668437,-0.62328726,-0.7721142
37282,-1.6692717,-0.7657763,-0.6223388,-0.7711087
37283,-1.623658,-0.7276993,-0.59327495,-0.7322837
37284,-1.640671,-0.7417861,-0.60393584,-0.7468527
37285,-1.6519501,-0.7508757,-0.61081636,-0.7561648
37286,-1.6619352,-0.7591639,-0.6169197,-0.7646396
37287,-1.6983671,-0.77450484,-0.6282758,-0.7794602
37288,-1.7322327,-0.7883481,-0.63768864,-0.79379326
37289,-1.7450178,-0.7898008,-0.6382848,-0.7949441
37290,-1.7366784,-0.7773461,-0.62819105,-0.7822334
37291,-1.731065,-0.7778129,-0.6295017,-0.78251994
37292,-1.7190664,-0.7777381,-0.63012874,-0.7826778
37293,-1.7202616,-0.78418714,-0.6354691,-0.7890377
37294,-1.7041979,-0.78078735,-0.6334882,-0.785476
37295,-1.6999301,-0.78237593,-0.6349206,-0.78715706
37296,-1.6507895,-0.74534625,-0.6073643,-0.7494841
37297,-1.6564599,-0.75625694,-0.61538893,-0.7613388
37298,-1.667861,-0.7675028,-0.62385035,-0.7728782
37299,-1.6818948,-0.7787061,-0.6323625,-0.7841971
37300,-1.6916329,-0.7862598,-0.63800555,-0.7918854
37301,-1.695924,-0.78971004,-0.64059126,-0.7954432
37302,-1.599022,-0.74291354,-0.60243887,-0.7534602
37303,-1.5691319,-0.7499261,-0.6048382,-0.765996
37304,-1.5547526,-0.7576316,-0.60998946,-0.7772503
37305,-1.5467676,-0.7678181,-0.61668944,-0.7911667
37306,-1.5385672,-0.76914495,-0.61692286,-0.7944089
37307,-1.526205,-0.7685178,-0.6157415,-0.79583615
37308,-1.562937,-0.7640461,-0.6128892,-0.78477633
37309,-1.5484973,-0.7305384,-0.588984,-0.7462369
37310,-1.5748389,-0.73889875,-0.59592086,-0.7530844
37311,-1.5944661,-0.74349684,-0.60075164,-0.7557233
37312,-1.6127381,-0.74704605,-0.60500777,-0.75702125
37313,-1.6317691,-0.7506839,-0.6093409,-0.75829744
37314,-1.6363904,-0.7528553,-0.61152947,-0.75997806
37315,-1.598635,-0.71569926,-0.5834445,-0.7208496
37316,-1.6228851,-0.7286305,-0.59391713,-0.73337734
37317,-1.6330621,-0.73965454,-0.6025167,-0.7447784
37318,-1.6379086,-0.7448843,-0.6064842,-0.7502642
37319,-1.5898018,-0.7375369,-0.5986843,-0.7480929
37320,-1.5543761,-0.7377267,-0.5973643,-0.75250864
37321,-1.4996192,-0.7102802,-0.5767026,-0.72606295
37322,-1.491038,-0.71484303,-0.5794518,-0.7332312
37323,-1.4900073,-0.72959363,-0.59025025,-0.751742
37324,-1.4895684,-0.7411061,-0.59826314,-0.7659719
37325,-1.4928045,-0.7489096,-0.6032588,-0.77537596
37326,-1.5015254,-0.75697047,-0.6084604,-0.7844116
37327,-1.5089549,-0.76384187,-0.61294305,-0.79203635
37328,-1.4732875,-0.7347225,-0.5921177,-0.76088023
37329,-1.4862776,-0.7494866,-0.60249066,-0.7774326
37330,-1.4964801,-0.7609295,-0.61077505,-0.79009694
37331,-1.5007907,-0.7672426,-0.61541134,-0.79714084
37332,-1.5159866,-0.7734415,-0.6204697,-0.8025069
37333,-1.5194709,-0.7763654,-0.6228774,-0.80544615
37334,-1.4747319,-0.7343044,-0.59371924,-0.75936174
37335,-1.4873589,-0.7446552,-0.6009988,-0.7706597
37336,-1.4892609,-0.7488396,-0.60393536,-0.77557206
37337,-1.490468,-0.7516019,-0.6058835,-0.7787965
37338,-1.4871721,-0.75509906,-0.608125,-0.7835719
37339,-1.4814956,-0.75480294,-0.6079949,-0.7838411
37340,-1.4502347,-0.72946084,-0.59034616,-0.7562717
37341,-1.4370811,-0.72161573,-0.5844854,-0.74861133
37342,-1.4437335,-0.72897846,-0.58969796,-0.7567277
37343,-1.4462346,-0.73243546,-0.59210044,-0.7606828
37344,-1.4515836,-0.73784107,-0.5955633,-0.7668672
37345,-1.455926,-0.74147445,-0.59739614,-0.7711854
37346,-1.46326,-0.7472482,-0.6008713,-0.77764255
37347,-1.4190929,-0.7091201,-0.5732242,-0.7366299
37348,-1.437207,-0.72420037,-0.5843344,-0.7526577
37349,-1.4490329,-0.73138195,-0.5891431,-0.7600722
37350,-1.4774206,-0.7337638,-0.5912272,-0.7594804
37351,-1.4829174,-0.7428659,-0.59832865,-0.7695483
37352,-1.4858885,-0.74549645,-0.60088265,-0.7720464
37353,-1.4360379,-0.70238656,-0.5701182,-0.7252825
37354,-1.4806111,-0.7131486,-0.57816994,-0.7326358
37355,-1.5256732,-0.7198187,-0.5835072,-0.73469824
37356,-1.5615422,-0.73050946,-0.59263647,-0.74309516
37357,-1.5980785,-0.74378663,-0.6034378,-0.7544468
37358,-1.6174965,-0.75049925,-0.6094948,-0.7595271
37359,-1.6085927,-0.7362168,-0.5996485,-0.74325335
37360,-1.6289201,-0.73419213,-0.5987936,-0.73868334
37361,-1.6635313,-0.75020444,-0.6114744,-0.75370514
37362,-1.6912327,-0.7644219,-0.6221257,-0.7678729
37363,-1.7125709,-0.77561146,-0.62981784,-0.77959514
37364,-1.7243878,-0.7810815,-0.63387126,-0.78506494
37365,-1.739181,-0.7901249,-0.6402671,-0.7944397
37366,-1.7009177,-0.75421643,-0.6122553,-0.75777346
37367,-1.709494,-0.76267356,-0.6181415,-0.76711595
37368,-1.7046926,-0.76460695,-0.6190294,-0.77016115
37369,-1.7066025,-0.7679555,-0.62119216,-0.7740249
37370,-1.7003484,-0.7642655,-0.61803097,-0.7706047
37371,-1.7234211,-0.7736527,-0.625868,-0.7789504
37372,-1.6814294,-0.73511434,-0.5964531,-0.7387494
37373,-1.6961429,-0.74526036,-0.604434,-0.7488624
37374,-1.7127302,-0.7548193,-0.61226255,-0.7577995
37375,-1.7272153,-0.7642376,-0.61991715,-0.7668112
37376,-1.7393446,-0.7706374,-0.62515146,-0.77261615
37377,-1.7606058,-0.7832793,-0.63577235,-0.7841541
37378,-1.7656152,-0.7823698,-0.636046,-0.78163874
37379,-1.7568338,-0.7734647,-0.6287174,-0.7725408
37380,-1.7619613,-0.77976865,-0.63378686,-0.7792546
37381,-1.7639233,-0.783126,-0.6364343,-0.78294444
37382,-1.7606062,-0.7837981,-0.6364603,-0.7845055
37383,-1.7620118,-0.7874711,-0.63884974,-0.7890074
37384,-1.7626337,-0.79064065,-0.64065546,-0.79312575
37385,-1.7160906,-0.7529018,-0.61068344,-0.7552049
37386,-1.7225425,-0.7638104,-0.61844766,-0.7676886
37387,-1.7291046,-0.7731765,-0.6248916,-0.77833724
37388,-1.7311618,-0.77812004,-0.6281616,-0.78418267
37389,-1.7367408,-0.7857879,-0.6334021,-0.7926971
37390,-1.736938,-0.78834975,-0.6349917,-0.7957731
37391,-1.6859169,-0.7465439,-0.60402197,-0.7521417
37392,-1.6951272,-0.7562657,-0.6125762,-0.76152563
37393,-1.7014161,-0.76245,-0.6182854,-0.7672282
37394,-1.7025402,-0.7653159,-0.621054,-0.7698189
37395,-1.7041101,-0.76662165,-0.622427,-0.77089334
37396,-1.7082794,-0.76863635,-0.6242782,-0.7726435
37397,-1.6995821,-0.75387925,-0.61297095,-0.75673485
37398,-1.6892868,-0.742172,-0.6036594,-0.7445941
37399,-1.6876477,-0.7438032,-0.6052344,-0.74639577
37400,-1.6801851,-0.7406985,-0.6031962,-0.74324304
37401,-1.691205,-0.74599546,-0.6073172,-0.7482827
37402,-1.7003512,-0.7498729,-0.6101103,-0.7520062
37403,-1.7072258,-0.75318193,-0.61247504,-0.7552812
37404,-1.6724492,-0.7225606,-0.58794546,-0.7241807
37405,-1.6877584,-0.7338586,-0.5963601,-0.7359967
37406,-1.7026569,-0.7452104,-0.6044049,-0.7480464
37407,-1.7112103,-0.75393546,-0.6107556,-0.75752956
37408,-1.7197931,-0.762272,-0.61685574,-0.7664987
37409,-1.7204777,-0.76437384,-0.61830914,-0.7689432
37410,-1.6683741,-0.7206851,-0.58467793,-0.7238759
37411,-1.6889006,-0.73602855,-0.5969082,-0.7392956
37412,-1.7017676,-0.74553335,-0.60488033,-0.7483923
37413,-1.714338,-0.7553276,-0.6130131,-0.75791764
37414,-1.7248104,-0.76475847,-0.6205765,-0.7674839
37415,-1.7344912,-0.77228135,-0.6266153,-0.77493465
37416,-1.7046497,-0.7492236,-0.6090008,-0.75136864
37417,-1.6901809,-0.7393985,-0.60130554,-0.7416764
37418,-1.6950097,-0.74659693,-0.60721403,-0.7491029
37419,-1.7005831,-0.7545943,-0.613644,-0.7574861
37420,-1.7043177,-0.7607164,-0.6185751,-0.76391125
37421,-1.7061502,-0.76435953,-0.6214317,-0.76780486
37422,-1.7035313,-0.76675546,-0.6232481,-0.7706094
37423,-1.6537371,-0.7290614,-0.593825,-0.73258233
37424,-1.670404,-0.7416228,-0.60332227,-0.7454213
37425,-1.6822689,-0.75179654,-0.6103414,-0.7564812
37426,-1.6911558,-0.75930727,-0.61536,-0.76478326
37427,-1.6953819,-0.7624212,-0.61700344,-0.7685306
37428,-1.6824462,-0.7571344,-0.6131507,-0.76327825
37429,-1.6429119,-0.72092915,-0.584567,-0.7263245
37430,-1.6627781,-0.7288345,-0.59069794,-0.7339188
37431,-1.6815014,-0.7372525,-0.597402,-0.74180824
37432,-1.6921308,-0.7426761,-0.6022513,-0.7465006
37433,-1.6965417,-0.74349123,-0.6032263,-0.7467505
37434,-1.7029014,-0.7473525,-0.6065355,-0.7502574
37435,-1.668465,-0.71767056,-0.5834534,-0.718863
37436,-1.671774,-0.71963656,-0.58490914,-0.72097534
37437,-1.6886826,-0.7328618,-0.59559333,-0.73474324
37438,-1.6970494,-0.73992825,-0.6013496,-0.7418196
37439,-1.6951759,-0.74122685,-0.6026502,-0.7433612
37440,-1.6925333,-0.74304676,-0.60425156,-0.74555904
37441,-1.6880053,-0.7425064,-0.6039878,-0.74522185
37442,-1.6384819,-0.7024183,-0.57249326,-0.70412874
37443,-1.6543984,-0.7174878,-0.5839922,-0.72008693
37444,-1.6642313,-0.7270347,-0.591254,-0.7302797
37445,-1.6809279,-0.7385169,-0.6001016,-0.74189764
37446,-1.6960331,-0.7495498,-0.6080127,-0.7535395
37447,-1.7109683,-0.7588967,-0.61465424,-0.7632342
37448,-1.678019,-0.7285728,-0.5899748,-0.7327335
37449,-1.7073308,-0.7516626,-0.60749835,-0.75652856
37450,-1.7313105,-0.76811373,-0.6205808,-0.77265894
37451,-1.7447188,-0.7766624,-0.62762475,-0.78075224
37452,-1.7510886,-0.7826116,-0.63300854,-0.786308
37453,-1.7534424,-0.78404135,-0.6347986,-0.78714436
37454,-1.6990224,-0.7390795,-0.60018754,-0.7407532
37455,-1.7096411,-0.7487943,-0.60765,-0.7510417
37456,-1.7075913,-0.7499029,-0.6089847,-0.7522128
37457,-1.7014474,-0.74761206,-0.6075419,-0.75000954
37458,-1.6881993,-0.74101055,-0.602884,-0.74339783
37459,-1.6792461,-0.73608786,-0.5992516,-0.73850286
37460,-1.6766205,-0.73314536,-0.59716237,-0.7352728
37461,-1.6407458,-0.7016747,-0.5724621,-0.7022662
37462,-1.6530374,-0.71017325,-0.5787752,-0.71155703
37463,-1.654936,-0.7130727,-0.5808289,-0.714834
37464,-1.6652421,-0.7207794,-0.58658546,-0.72291726
37465,-1.6671988,-0.723878,-0.58842325,-0.72673357
37466,-1.679764,-0.73346967,-0.59495735,-0.7372409
37467,-1.6504457,-0.70683795,-0.5731094,-0.70957446
37468,-1.6734661,-0.72314364,-0.5852591,-0.72719115
37469,-1.6874135,-0.7338997,-0.5936552,-0.738188
37470,-1.6958134,-0.7406111,-0.5994898,-0.74454033
37471,-1.7042513,-0.7454774,-0.60400873,-0.7486594
37472,-1.7123352,-0.7512651,-0.60920036,-0.7539228
37473,-1.6608452,-0.7092429,-0.5759293,-0.70836985
37474,-1.6743951,-0.7202121,-0.5855594,-0.7207371
37475,-1.6871943,-0.730055,-0.5940996,-0.73097813
37476,-1.7013638,-0.74134165,-0.60329175,-0.74216187
37477,-1.7086864,-0.74768275,-0.6082419,-0.7487099
37478,-1.7194719,-0.75601333,-0.6147789,-0.7571251
37479,-1.7066685,-0.74562955,-0.6068578,-0.74632454
37480,-1.6877455,-0.7291251,-0.5938009,-0.72947145
37481,-1.7053967,-0.74432623,-0.6055079,-0.74521935
37482,-1.7175986,-0.7549791,-0.6137337,-0.7563015
37483,-1.729625,-0.7639967,-0.62010324,-0.76587486
37484,-1.7385187,-0.7711861,-0.6254578,-0.7733785
37485,-1.7429103,-0.7759516,-0.62820643,-0.7791651
37486,-1.6965686,-0.7376351,-0.59716034,-0.7408827
37487,-1.7065237,-0.74537843,-0.6024482,-0.74942404
37488,-1.7128971,-0.7501128,-0.6056783,-0.7546095
37489,-1.7111112,-0.7489651,-0.60475004,-0.7535226
37490,-1.7088205,-0.7475033,-0.6045667,-0.7513161
37491,-1.7042667,-0.74451447,-0.6029967,-0.74777144
37492,-1.6467224,-0.6989296,-0.5662401,-0.69797075
37493,-1.6581026,-0.7081698,-0.57432926,-0.70834714
37494,-1.6639185,-0.71341366,-0.5792903,-0.71403944
37495,-1.6698732,-0.7183564,-0.58389133,-0.7194248
37496,-1.6806102,-0.7260699,-0.5904494,-0.7275981
37497,-1.6879048,-0.7309955,-0.59432805,-0.7324833
37498,-1.6525109,-0.70264745,-0.5707633,-0.7006215
37499,-1.6592026,-0.7080907,-0.5750961,-0.7072061
37500,-1.6734335,-0.71909314,-0.5843154,-0.71937054
37501,-1.6847689,-0.72766036,-0.5915748,-0.7287705
37502,-1.6937509,-0.73485285,-0.5973523,-0.73625624
37503,-1.7022548,-0.74161047,-0.60245293,-0.74325716
37504,-1.7040534,-0.7438422,-0.60383815,-0.74598193
37505,-1.65693,-0.70712405,-0.5737084,-0.70688796
37506,-1.6709775,-0.72091043,-0.58492583,-0.72382045
37507,-1.6782612,-0.7301964,-0.59162223,-0.73439413
37508,-1.6856568,-0.7402079,-0.5987782,-0.7455076
37509,-1.6849521,-0.74232954,-0.6008635,-0.74759656
37510,-1.684603,-0.74489164,-0.60369515,-0.7498083
37511,-1.6383408,-0.70987236,-0.57713246,-0.7133229
37512,-1.6378641,-0.7138111,-0.58082056,-0.717417
37513,-1.6497469,-0.7226871,-0.58835983,-0.72608876
37514,-1.6562318,-0.7283032,-0.59312433,-0.7316866
37515,-1.6669537,-0.7307743,-0.5951947,-0.73354876
37516,-1.6678886,-0.7285078,-0.5936324,-0.73083305
37517,-1.6167029,-0.6849003,-0.55906653,-0.68415827
37518,-1.6203091,-0.69016707,-0.56350815,-0.6906395
37519,-1.6223277,-0.69353396,-0.56638277,-0.6946543
37520,-1.6240364,-0.6970593,-0.56921333,-0.6986005
37521,-1.6264408,-0.698185,-0.56994677,-0.6997835
37522,-1.6430691,-0.7064684,-0.57578737,-0.7083385
37523,-1.6498574,-0.70750856,-0.5759725,-0.7091039
37524,-1.6277329,-0.68760973,-0.55814457,-0.6867357
37525,-1.6442513,-0.7009428,-0.5687261,-0.7016493
37526,-1.6576178,-0.7110671,-0.57679665,-0.71315795
37527,-1.6661618,-0.71731186,-0.58183193,-0.72021985
37528,-1.6942482,-0.7348048,-0.5946135,-0.7383075
37529,-1.7167232,-0.74920845,-0.606153,-0.75210863
37530,-1.6858225,-0.721549,-0.58322877,-0.71910584
37531,-1.7056684,-0.7356917,-0.5954149,-0.7337446
37532,-1.7203286,-0.7465067,-0.6048782,-0.7451396
37533,-1.7259725,-0.75026584,-0.6087806,-0.7483199
37534,-1.7444333,-0.7616,-0.61893713,-0.7584236
37535,-1.7719522,-0.7791225,-0.63370657,-0.7751962
37536,-1.7391655,-0.75090235,-0.6096649,-0.74156755
37537,-1.783075,-0.7823435,-0.6353245,-0.77513874
37538,-1.8052484,-0.79958475,-0.6496409,-0.79405737
